"","Recorder","Date","Month","Hour","Second"
"4472","R1064",2023-08-08,8,8,1700
"4473","R1064",2023-08-08,8,8,1800
"4474","R1063",2023-08-08,8,8,2100
"4475","R1064",2023-08-08,8,8,2200
"4476","R1064",2023-08-08,8,8,2300
"4477","R1062",2023-08-09,8,6,300
"4478","R1023",2023-08-09,8,6,600
"4479","R1023",2023-08-09,8,6,700
"4480","R1064",2023-08-09,8,6,800
"4481","R1050",2023-08-09,8,6,1100
"4482","R1023",2023-08-09,8,6,1200
"4483","R1023",2023-08-09,8,6,1300
"4484","R1023",2023-08-09,8,6,1500
"4485","R1023",2023-08-09,8,6,1600
"4486","R1064",2023-08-09,8,10,2700
"4487","R1064",2023-08-09,8,10,2800
"4488","R1025",2023-08-10,8,5,2500
"4489","R1064",2023-08-10,8,5,2600
"4490","R1025",2023-08-10,8,5,2700
"4491","R1060",2023-08-10,8,5,2800
"4492","R1025",2023-08-10,8,5,2900
"4493","R1059",2023-08-10,8,5,3000
"4494","R1025",2023-08-11,8,5,2300
"4495","R1063",2023-08-11,8,5,2700
"4496","R1063",2023-08-11,8,5,2800
"4497","R1060",2023-08-11,8,5,2900
"4498","R1060",2023-08-11,8,5,3000
"4499","R1063",2023-08-11,8,5,3100
"4500","R1060",2023-08-11,8,5,3300
"4501","R1025",2023-08-13,8,5,3000
"4502","R1025",2023-08-13,8,5,3100
"4503","R1025",2023-08-13,8,5,3200
"4504","R1025",2023-08-13,8,5,3300
"4505","R1025",2023-08-13,8,5,3400
"4506","R1025",2023-08-13,8,5,3500
"4507","R1062",2023-08-13,8,5,3600
"4508","R1062",2023-08-13,8,6,100
"4509","R1062",2023-08-13,8,6,200
"4510","R1062",2023-08-13,8,6,300
"4511","R1053",2023-08-14,8,5,2500
"4512","R1059",2023-08-14,8,5,2600
"4513","R1060",2023-08-14,8,5,2700
"4514","R1059",2023-08-14,8,5,2800
"4515","R1059",2023-08-14,8,5,2900
"4516","R1059",2023-08-14,8,5,3000
"4517","R1059",2023-08-14,8,5,3100
"4518","R1064",2023-08-14,8,5,3200
"4519","R1025",2023-08-15,8,5,2600
"4520","R1025",2023-08-15,8,5,2800
"4521","R1025",2023-08-15,8,5,2900
"4522","R1062",2023-08-15,8,5,3200
"4523","R1062",2023-08-15,8,5,3400
"4524","R1062",2023-08-15,8,5,3500
"4525","R1064",2023-08-15,8,8,100
"4526","R1064",2023-08-15,8,8,500
"4527","R1064",2023-08-15,8,8,600
"4528","R1064",2023-08-15,8,8,900
"4529","R1064",2023-08-15,8,8,1000
"4530","R1064",2023-08-15,8,8,1100
"4531","R1064",2023-08-15,8,8,1200
"4532","R1025",2023-08-16,8,5,3000
"4533","R1025",2023-08-16,8,5,3100
"4534","R1025",2023-08-16,8,5,3200
"4535","R1025",2023-08-16,8,5,3300
"4536","R1025",2023-08-16,8,5,3400
"4537","R1062",2023-08-16,8,5,3500
"4538","R1064",2023-08-16,8,5,3600
"4539","R1064",2023-08-16,8,6,0
"4540","R1059",2023-08-16,8,6,200
"4541","R1062",2023-08-16,8,6,300
"4542","R1050",2023-08-17,8,6,400
"4543","R1050",2023-08-17,8,6,500
"4544","R1050",2023-08-17,8,6,700
"4545","R1059",2023-08-17,8,6,800
"4546","R1059",2023-08-17,8,6,900
"4547","R1059",2023-08-17,8,6,1000
"4548","R1059",2023-08-17,8,6,1100
"4549","R1059",2023-08-17,8,6,1200
"4550","R1025",2023-08-18,8,5,3500
"4551","R1025",2023-08-18,8,6,100
"4552","R1025",2023-08-18,8,6,200
"4553","R1025",2023-08-18,8,6,300
"4554","R1025",2023-08-18,8,6,400
"4555","R1025",2023-08-18,8,6,500
"4556","R1025",2023-08-18,8,6,600
"4557","R1060",2023-08-18,8,6,800
"4558","R1059",2023-08-18,8,6,900
"4559","R1063",2023-08-18,8,6,1000
"4560","R1060",2023-08-18,8,6,1100
"4561","R1063",2023-08-18,8,6,1200
"4562","R1060",2023-08-18,8,6,1300
"4563","R1060",2023-08-18,8,6,1400
"4564","R1060",2023-08-18,8,6,1600
"4565","R1062",2023-08-19,8,5,2900
"4566","R1062",2023-08-19,8,5,3000
"4567","R1062",2023-08-19,8,5,3500
"4568","R1064",2023-08-20,8,5,3500
"4569","R1060",2023-08-20,8,6,0
"4570","R1062",2023-08-20,8,6,100
"4571","R1059",2023-08-20,8,6,300
"4572","R1059",2023-08-20,8,6,400
"4573","R1064",2023-08-20,8,6,500
"4574","R1025",2023-08-20,8,6,600
"4575","R1064",2023-08-21,8,5,2500
"4576","R1060",2023-08-21,8,5,2600
"4577","R1064",2023-08-21,8,5,2700
"4578","R1060",2023-08-21,8,5,2800
"4579","R1064",2023-08-21,8,5,2900
"4580","R1062",2023-08-21,8,5,3000
"4581","R1064",2023-08-21,8,5,3100
"4582","R1064",2023-08-21,8,5,3200
"4583","R1064",2023-08-21,8,5,3300
"4584","R1050",2023-08-21,8,5,3400
"4585","R1059",2023-08-21,8,8,2400
"4586","R1060",2023-08-21,8,8,2500
"4587","R1060",2023-08-21,8,8,2600
"4588","R1064",2023-08-21,8,8,2700
"4589","R1060",2023-08-21,8,8,2800
"4590","R1064",2023-08-22,8,6,200
"4591","R1062",2023-08-22,8,6,300
"4592","R1064",2023-08-22,8,6,400
"4593","R1064",2023-08-22,8,6,500
"4594","R1062",2023-08-22,8,6,600
"4595","R1050",2023-08-22,8,6,700
"4596","R1062",2023-08-22,8,6,800
"4597","R1059",2023-08-23,8,5,3200
"4598","R1062",2023-08-23,8,5,3500
"4599","R1062",2023-08-23,8,6,100
"4600","R1062",2023-08-23,8,6,200
"4601","R1059",2023-08-23,8,13,3000
"4602","R1023",2023-08-24,8,6,1000
"4603","R1023",2023-08-24,8,6,1100
"4604","R1062",2023-08-24,8,6,1200
"4605","R1062",2023-08-24,8,6,1300
"4606","R1064",2023-08-24,8,6,1400
"4607","R1064",2023-08-24,8,6,1500
"4608","R1062",2023-08-24,8,6,1600
"4609","R1060",2023-08-24,8,6,1700
"4610","R1050",2023-08-26,8,7,800
"4611","R1059",2023-08-26,8,7,900
"4612","R1059",2023-08-26,8,7,1100
"4613","R1059",2023-08-26,8,7,1200
"4614","R1059",2023-08-26,8,7,1300
"4615","R1059",2023-08-26,8,7,1400
"4616","R1025",2023-08-27,8,5,3000
"4617","R1060",2023-08-27,8,5,3100
"4618","R1059",2023-08-27,8,5,3200
"4619","R1060",2023-08-27,8,5,3300
"4620","R1059",2023-08-27,8,5,3400
"4621","R1025",2023-08-27,8,5,3500
"4622","R1025",2023-08-27,8,6,0
"4623","R1025",2023-08-27,8,6,100
"4624","R1025",2023-08-27,8,6,200
"4625","R1025",2023-08-27,8,6,300
"4626","R1025",2023-08-27,8,6,500
"4627","R1059",2023-08-27,8,6,3500
"4628","R1059",2023-08-27,8,6,3600
"4629","R1059",2023-08-27,8,7,100
"4630","R1059",2023-08-27,8,7,200
"4631","R1059",2023-08-27,8,7,300
"4632","R1060",2023-08-27,8,8,500
"4633","R1064",2023-08-27,8,14,3100
"4634","R1059",2023-08-28,8,5,3500
"4635","R1060",2023-08-28,8,5,3600
"4636","R1060",2023-08-28,8,6,0
"4637","R1060",2023-08-28,8,6,100
"4638","R1060",2023-08-28,8,6,200
"4639","R1059",2023-08-28,8,6,300
"4640","R1059",2023-08-28,8,6,400
"4641","R1060",2023-08-28,8,6,500
"4642","R1059",2023-08-28,8,6,600
"4643","R1023",2023-08-29,8,6,0
"4644","R1023",2023-08-30,8,5,3500
"4645","R1059",2023-08-30,8,6,100
"4646","R1059",2023-08-30,8,6,200
"4647","R1060",2023-08-30,8,6,300
"4648","R1060",2023-08-30,8,6,400
"4649","R1060",2023-08-30,8,6,500
"4650","R1060",2023-08-30,8,6,600
"4651","R1064",2023-08-30,8,6,700
"4652","R1023",2023-08-30,8,6,1000
"4653","R1060",2023-08-31,8,6,3400
"4654","R1062",2023-08-31,8,6,3500
"4655","R1060",2023-08-31,8,7,0
"4656","R1062",2023-08-31,8,7,100
"4657","R1060",2023-08-31,8,7,200
"4658","R1064",2023-08-31,8,7,300
"4659","R1064",2023-08-31,8,7,400
"4660","R1064",2023-08-31,8,7,500
"4661","R1064",2023-08-31,8,7,600
"4662","R1060",2023-09-01,9,6,0
"4663","R1064",2023-09-01,9,6,100
"4664","R1063",2023-09-01,9,6,200
"4665","R1050",2023-09-01,9,6,300
"4666","R1064",2023-09-01,9,6,400
"4667","R1050",2023-09-01,9,6,500
"4668","R1060",2023-09-01,9,6,600
"4669","R1059",2023-09-02,9,6,600
"4670","R1059",2023-09-02,9,6,700
"4671","R1059",2023-09-02,9,6,800
"4672","R1059",2023-09-02,9,6,900
"4673","R1060",2023-09-02,9,6,1000
"4674","R1050",2023-09-02,9,6,1100
"4675","R1064",2023-09-02,9,6,1200
"4676","R1059",2023-09-02,9,6,1300
"4677","R1025",2023-09-02,9,6,3100
"4678","R1060",2023-09-02,9,8,1500
"4679","R1059",2023-09-02,9,8,1600
"4680","R1064",2023-09-02,9,8,1700
"4681","R1060",2023-09-02,9,8,1800
"4682","R1059",2023-09-02,9,8,1900
"4683","R1059",2023-09-02,9,8,2000
"4684","R1059",2023-09-02,9,8,2100
"4685","R1064",2023-09-02,9,8,2200
"4686","R1064",2023-09-04,9,5,3500
"4687","R1064",2023-09-04,9,6,0
"4688","R1064",2023-09-04,9,6,100
"4689","R1063",2023-09-04,9,6,300
"4690","R1050",2023-09-04,9,6,600
"4691","R1023",2023-09-06,9,6,1500
"4692","R1023",2023-09-06,9,6,1600
"4693","R1059",2023-09-07,9,6,500
"4694","R1059",2023-09-07,9,6,600
"4695","R1060",2023-09-07,9,6,700
"4696","R1059",2023-09-07,9,6,800
"4697","R1059",2023-09-07,9,6,900
"4698","R1059",2023-09-07,9,6,1000
"4699","R1059",2023-09-07,9,6,1100
"4700","R1050",2023-09-07,9,6,1200
"4701","R1064",2023-09-08,9,6,1000
"4702","R1062",2023-09-08,9,6,1100
"4703","R1062",2023-09-08,9,6,1200
"4704","R1064",2023-09-08,9,6,1300
"4705","R1062",2023-09-08,9,6,1400
"4706","R1062",2023-09-08,9,6,1500
"4707","R1025",2023-09-09,9,5,2500
"4708","R1025",2023-09-09,9,5,2600
"4709","R1025",2023-09-09,9,5,2700
"4710","R1025",2023-09-09,9,5,2800
"4711","R1025",2023-09-09,9,5,2900
"4712","R1025",2023-09-09,9,5,3000
"4713","R1025",2023-09-09,9,5,3100
"4714","R1059",2023-09-09,9,5,3200
"4715","R1050",2023-09-09,9,5,3300
"4716","R1064",2023-09-09,9,5,3400
"4717","R1059",2023-09-09,9,5,3500
"4718","R1059",2023-09-09,9,5,3600
"4719","R1059",2023-09-09,9,6,100
"4720","R1064",2023-09-09,9,6,200
"4721","R1060",2023-09-09,9,6,300
"4722","R1025",2023-09-11,9,6,1700
"4723","R1025",2023-09-11,9,6,1800
"4724","R1025",2023-09-11,9,6,1900
"4725","R1025",2023-09-11,9,6,2000
"4726","R1025",2023-09-11,9,6,2200
"4727","R1060",2023-09-11,9,8,1300
"4728","R1060",2023-09-11,9,8,1500
"4729","R1060",2023-09-11,9,8,1800
"4730","R1063",2023-09-11,9,8,2100
"4731","R1059",2023-09-12,9,5,3600
"4732","R1059",2023-09-12,9,6,0
"4733","R1060",2023-09-12,9,6,100
"4734","R1059",2023-09-12,9,6,200
"4735","R1060",2023-09-12,9,6,300
"4736","R1059",2023-09-12,9,6,400
"4737","R1059",2023-09-12,9,6,500
"4738","R1023",2023-09-12,9,6,1300
"4739","R1059",2023-09-13,9,6,500
"4740","R1060",2023-09-13,9,6,600
"4741","R1060",2023-09-13,9,6,700
"4742","R1060",2023-09-13,9,6,800
"4743","R1050",2023-09-13,9,6,900
"4744","R1060",2023-09-13,9,6,1000
"4745","R1059",2023-09-13,9,6,1100
"4746","R1060",2023-09-13,9,6,1200
"4747","R1059",2023-09-14,9,6,400
"4748","R1023",2023-09-14,9,6,500
"4749","R1050",2023-09-14,9,6,600
"4750","R1050",2023-09-14,9,6,700
"4751","R1059",2023-09-14,9,6,800
"4752","R1023",2023-09-14,9,6,900
"4753","R1023",2023-09-14,9,6,1500
"4754","R1059",2023-09-15,9,6,100
"4755","R1059",2023-09-15,9,6,200
"4756","R1059",2023-09-15,9,6,400
"4757","R1050",2023-09-15,9,6,500
"4758","R1050",2023-09-15,9,6,600
"4759","R1050",2023-09-15,9,6,700
"4760","R1053",2023-09-15,9,6,1200
"4761","R1053",2023-09-15,9,6,1300
"4762","R1053",2023-09-15,9,6,1400
"4763","R1053",2023-09-15,9,6,1900
"4764","R1060",2023-09-16,9,7,100
"4765","R1060",2023-09-16,9,7,200
"4766","R1060",2023-09-16,9,7,300
"4767","R1060",2023-09-16,9,7,400
"4768","R1060",2023-09-16,9,7,700
"4769","R1060",2023-09-16,9,7,800
"4770","R1063",2023-09-17,9,5,3400
"4771","R1050",2023-09-17,9,5,3500
"4772","R1063",2023-09-17,9,5,3600
"4773","R1050",2023-09-17,9,6,0
"4774","R1063",2023-09-17,9,6,100
"4775","R1050",2023-09-17,9,6,200
"4776","R1063",2023-09-17,9,6,300
"4777","R1050",2023-09-17,9,6,400
"4778","R1050",2023-09-17,9,6,500
"4779","R1059",2023-09-18,9,5,3400
"4780","R1059",2023-09-18,9,5,3500
"4781","R1059",2023-09-18,9,5,3600
"4782","R1059",2023-09-18,9,6,0
"4783","R1060",2023-09-18,9,6,100
"4784","R1059",2023-09-18,9,6,300
"4785","R1060",2023-09-19,9,6,500
"4786","R1059",2023-09-19,9,6,600
"4787","R1059",2023-09-19,9,6,700
"4788","R1060",2023-09-19,9,6,800
"4789","R1060",2023-09-19,9,6,900
"4790","R1060",2023-09-19,9,6,1000
"4791","R1060",2023-09-19,9,6,1100
"4792","R1060",2023-09-19,9,6,1200
"4793","R1060",2023-09-20,9,5,3000
"4794","R1060",2023-09-20,9,5,3200
"4795","R1060",2023-09-20,9,5,3300
"4796","R1060",2023-09-20,9,5,3400
"4797","R1060",2023-09-20,9,5,3500
"4798","R1060",2023-09-20,9,6,100
"4799","R1060",2023-09-20,9,11,3400
"4800","R1060",2023-09-20,9,11,3500
"4801","R1060",2023-09-20,9,11,3600
"4802","R1060",2023-09-20,9,12,0
"4803","R1060",2023-09-20,9,12,100
"4804","R1060",2023-09-20,9,12,300
"4805","R1059",2023-09-21,9,5,2900
"4806","R1060",2023-09-21,9,5,3000
"4807","R1050",2023-09-21,9,5,3100
"4808","R1050",2023-09-21,9,5,3200
"4809","R1060",2023-09-21,9,5,3300
"4810","R1059",2023-09-21,9,5,3400
"4811","R1050",2023-09-21,9,5,3500
"4812","R1059",2023-09-21,9,6,0
"4813","R1050",2023-09-22,9,5,3500
"4814","R1060",2023-09-27,9,6,400
"4815","R1060",2023-09-27,9,6,500
"4816","R1059",2023-09-27,9,6,600
"4817","R1060",2023-09-27,9,6,700
"4818","R1023",2023-09-27,9,6,800
"4819","R1059",2023-09-27,9,6,900
"4820","R1050",2023-09-27,9,6,1100
"4821","R1023",2023-09-27,9,6,1200
"4822","R1023",2023-09-27,9,6,1300
"4823","R1023",2023-09-27,9,6,1400
"4824","R1050",2023-09-28,9,6,1300
"4825","R1050",2023-09-28,9,6,1400
"4826","R1050",2023-09-28,9,6,1500
"4827","R1060",2023-09-28,9,6,1600
"4828","R1059",2023-09-28,9,6,1700
"4829","R1059",2023-09-28,9,6,1800
"4830","R1050",2023-09-28,9,6,1900
"4831","R1060",2023-09-28,9,6,2000
"4832","R1023",2023-09-29,9,5,3300
"4833","R1050",2023-09-29,9,5,3500
"4834","R1023",2023-09-29,9,6,400
"4835","R1023",2023-09-29,9,6,500
"4836","R1023",2023-09-29,9,6,600
"4837","R1023",2023-09-29,9,6,700
"4838","R1063",2023-09-29,9,9,2400
"4839","R1063",2023-09-29,9,9,2500
"4840","R1063",2023-09-29,9,9,2600
"4841","R1063",2023-09-29,9,9,2900
"4842","R1059",2023-09-30,9,5,3500
"4843","R1050",2023-09-30,9,6,0
"4844","R1060",2023-09-30,9,6,100
"4845","R1050",2023-09-30,9,6,200
"4846","R1059",2023-09-30,9,6,300
"4847","R1023",2023-10-03,10,6,800
"4848","R1023",2023-10-03,10,6,900
"4849","R1023",2023-10-03,10,6,1000
"4850","R1023",2023-10-03,10,6,1100
"4851","R1023",2023-10-03,10,6,1200
"4852","R1023",2023-10-03,10,6,1400
"4853","R1059",2023-10-04,10,5,2700
"4854","R1059",2023-10-04,10,5,2900
"4855","R1059",2023-10-07,10,5,3000
"4856","R1059",2023-10-07,10,5,3100
"4857","R1059",2023-10-07,10,5,3200
"4858","R1063",2023-10-07,10,13,2400
"4859","R1063",2023-10-07,10,13,2800
"4860","R1063",2023-10-07,10,13,2900
"4861","R1059",2023-10-08,10,5,3200
"4862","R1050",2023-10-08,10,5,3300
"4863","R1059",2023-10-08,10,5,3400
"4864","R1060",2023-10-08,10,5,3500
"4865","R1059",2023-10-08,10,5,3600
"4866","R1050",2023-10-08,10,6,700
"4867","R1059",2023-10-10,10,5,2500
"4868","R1060",2023-10-10,10,5,2600
"4869","R1060",2023-10-10,10,5,2700
"4870","R1060",2023-10-10,10,5,2800
"4871","R1060",2023-10-10,10,5,2900
"4872","R1050",2023-10-10,10,8,1200
"4873","R1059",2023-10-10,10,8,1400
"4874","R1059",2023-10-10,10,8,1700
"4875","R1059",2023-10-10,10,8,1800
"4876","R1063",2023-10-10,10,8,1900
"4877","R1063",2023-10-10,10,9,1800
"4878","R1063",2023-10-10,10,9,2300
"4879","R1059",2023-10-10,10,12,1700
"4880","R1025",2023-10-11,10,5,2800
"4881","R1025",2023-10-11,10,5,2900
"4882","R1025",2023-10-11,10,5,3000
"4883","R1025",2023-10-11,10,5,3100
"4884","R1025",2023-10-11,10,5,3200
"4885","R1025",2023-10-11,10,5,3300
"4886","R1025",2023-10-11,10,5,3400
"4887","R1025",2023-10-11,10,5,3500
"4888","R1060",2023-10-11,10,6,1300
"4889","R1060",2023-10-11,10,6,1400
"4890","R1060",2023-10-11,10,6,1500
"4891","R1060",2023-10-11,10,6,1600
"4892","R1059",2023-10-11,10,6,1800
"4893","R1063",2023-10-12,10,5,3000
"4894","R1063",2023-10-12,10,6,100
"4895","R1063",2023-10-12,10,6,200
"4896","R1063",2023-10-12,10,6,500
"4897","R1059",2023-10-13,10,5,2500
"4898","R1060",2023-10-13,10,5,2600
"4899","R1060",2023-10-13,10,5,2700
"4900","R1060",2023-10-13,10,5,2800
"4901","R1060",2023-10-13,10,5,3100
"4902","R1060",2023-10-14,10,6,0
"4903","R1050",2023-10-14,10,6,100
"4904","R1060",2023-10-14,10,6,200
"4905","R1060",2023-10-14,10,6,400
"4906","R1023",2023-10-16,10,6,500
"4907","R1060",2023-10-16,10,6,1500
"4908","R1059",2023-10-17,10,5,3100
"4909","R1060",2023-10-19,10,12,2200
"4910","R1060",2023-10-20,10,5,3500
"4911","R1060",2023-10-20,10,6,0
"4912","R1060",2023-10-20,10,6,100
"4913","R1060",2023-10-20,10,6,200
"4914","R1060",2023-10-20,10,6,300
"4915","R1060",2023-10-20,10,6,400
"4916","R1059",2023-10-21,10,6,200
"4917","R1060",2023-10-21,10,6,300
"4918","R1060",2023-10-21,10,6,400
"4919","R1060",2023-10-21,10,6,500
"4920","R1059",2023-10-21,10,6,700
"4921","R1023",2023-10-22,10,5,2700
"4922","R1060",2023-10-22,10,7,1000
"4923","R1060",2023-10-22,10,7,1200
"4924","R1060",2023-10-22,10,7,1300
"4925","R1060",2023-10-22,10,7,1400
"4926","R1060",2023-10-22,10,8,700
"4927","R1062",2023-10-22,10,8,900
"4928","R1060",2023-10-23,10,5,2900
"4929","R1060",2023-10-23,10,5,3000
"4930","R1059",2023-10-23,10,5,3100
"4931","R1059",2023-10-23,10,5,3300
"4932","R1059",2023-10-23,10,5,3500
"4933","R1059",2023-10-23,10,5,3600
"4934","R1060",2023-10-23,10,6,100
"4935","R1059",2023-10-23,10,6,200
"4936","R1060",2023-10-24,10,5,3600
"4937","R1060",2023-10-24,10,6,200
"4938","R1060",2023-10-24,10,6,300
"4939","R1060",2023-10-25,10,5,3300
"4940","R1059",2023-10-25,10,5,3400
"4941","R1060",2023-10-25,10,5,3500
"4942","R1059",2023-10-25,10,5,3600
"4943","R1060",2023-10-26,10,5,3300
"4944","R1023",2023-10-26,10,5,3400
"4945","R1059",2023-10-26,10,6,0
"4946","R1025",2023-10-27,10,5,3200
"4947","R1025",2023-10-27,10,5,3300
"4948","R1025",2023-10-27,10,5,3500
"4949","R1060",2023-10-27,10,6,100
"4950","R1062",2023-10-27,10,6,200
"4951","R1060",2023-10-28,10,6,700
"4952","R1060",2023-10-28,10,6,800
"4953","R1059",2023-10-28,10,6,900
"4954","R1059",2023-10-28,10,6,1000
"4955","R1060",2023-10-28,10,6,1100
"4956","R1060",2023-10-28,10,6,1200
"4957","R1023",2023-10-30,10,5,2800
"4958","R1023",2023-10-30,10,5,3000
"4959","R1023",2023-10-30,10,5,3100
"4960","R1060",2023-11-01,11,5,3100
"4961","R1060",2023-11-01,11,5,3300
"4962","R1062",2023-11-01,11,5,3500
"4963","R1059",2023-11-01,11,5,3600
"4964","R1062",2023-11-01,11,6,100
"4965","R1062",2023-11-01,11,6,300
"4966","R1062",2023-11-01,11,6,400
"4967","R1023",2023-11-02,11,5,3400
"4968","R1060",2023-11-02,11,5,3500
"4969","R1059",2023-11-02,11,5,3600
"4970","R1060",2023-11-02,11,6,0
"4971","R1059",2023-11-02,11,6,100
"4972","R1060",2023-11-02,11,6,200
"4973","R1060",2023-11-02,11,6,300
"4974","R1059",2023-11-02,11,6,500
"4975","R1025",2023-11-03,11,5,2600
"4976","R1025",2023-11-03,11,5,2700
"4977","R1025",2023-11-03,11,5,2800
"4978","R1025",2023-11-03,11,5,2900
"4979","R1025",2023-11-03,11,5,3000
"4980","R1060",2023-11-03,11,5,3300
"4981","R1060",2023-11-03,11,5,3400
"4982","R1060",2023-11-03,11,5,3500
"4983","R1060",2023-11-03,11,6,100
"4984","R1060",2023-11-03,11,6,300
"4985","R1060",2023-11-03,11,6,400
"4986","R1060",2023-11-03,11,6,500
"4987","R1062",2023-11-04,11,5,3000
"4988","R1062",2023-11-04,11,5,3100
"4989","R1023",2023-11-04,11,5,3500
"4990","R1062",2023-11-04,11,6,100
"4991","R1023",2023-11-04,11,6,200
"4992","R1062",2023-11-04,11,6,300
"4993","R1062",2023-11-04,11,6,800
"4994","R1059",2023-11-04,11,6,1400
"4995","R1060",2023-11-04,11,6,1600
"4996","R1060",2023-11-04,11,7,1800
"4997","R1059",2023-11-05,11,5,2600
"4998","R1023",2023-11-05,11,5,2700
"4999","R1059",2023-11-05,11,5,2800
"5000","R1059",2023-11-05,11,5,2900
"5001","R1059",2023-11-05,11,5,3000
"5002","R1059",2023-11-05,11,5,3100
"5003","R1059",2023-11-05,11,5,3200
"5004","R1059",2023-11-05,11,5,3300
"5005","R1023",2023-11-06,11,5,2800
"5006","R1023",2023-11-06,11,5,2900
"5007","R1023",2023-11-06,11,5,3000
"5008","R1023",2023-11-06,11,5,3100
"5009","R1023",2023-11-06,11,5,3200
"5010","R1023",2023-11-06,11,5,3300
"5011","R1023",2023-11-06,11,5,3400
"5012","R1023",2023-11-06,11,5,3500
"5013","R1023",2023-11-06,11,5,3600
"5014","R1023",2023-11-06,11,6,0
"5015","R1023",2023-11-06,11,6,200
"5016","R1023",2023-11-06,11,6,300
"5017","R1023",2023-11-06,11,6,400
"5018","R1060",2023-11-06,11,6,500
"5019","R1060",2023-11-06,11,6,600
"5020","R1062",2023-11-06,11,6,700
"5021","R1060",2023-11-06,11,6,800
"5022","R1060",2023-11-06,11,6,900
"5023","R1060",2023-11-06,11,9,1500
"5024","R1062",2023-11-06,11,9,1600
"5025","R1062",2023-11-06,11,9,1700
"5026","R1060",2023-11-06,11,9,1800
"5027","R1060",2023-11-06,11,9,2000
"5028","R1060",2023-11-06,11,9,2100
"5029","R1060",2023-11-06,11,9,3100
"5030","R1060",2023-11-06,11,9,3500
"5031","R1023",2023-11-09,11,5,3200
"5032","R1023",2023-11-09,11,5,3300
"5033","R1023",2023-11-09,11,5,3400
"5034","R1023",2023-11-09,11,5,3500
"5035","R1060",2023-11-09,11,6,500
"5036","R1060",2023-11-09,11,6,900
"5037","R1059",2023-11-10,11,6,700
"5038","R1059",2023-11-10,11,6,800
"5039","R1059",2023-11-10,11,6,900
"5040","R1059",2023-11-10,11,6,1000
"5041","R1059",2023-11-10,11,6,1100
"5042","R1059",2023-11-10,11,6,1200
"5043","R1059",2023-11-11,11,7,1100
"5044","R1059",2023-11-11,11,7,1200
"5045","R1059",2023-11-11,11,7,1300
"5046","R1023",2023-11-12,11,5,3000
"5047","R1023",2023-11-12,11,5,3100
"5048","R1023",2023-11-12,11,5,3200
"5049","R1023",2023-11-12,11,5,3300
"5050","R1023",2023-11-12,11,5,3400
"5051","R1023",2023-11-12,11,5,3500
"5052","R1023",2023-11-12,11,6,0
"5053","R1060",2023-11-13,11,5,3300
"5054","R1060",2023-11-13,11,5,3400
"5055","R1025",2023-11-13,11,5,3500
"5056","R1025",2023-11-13,11,5,3600
"5057","R1025",2023-11-13,11,6,0
"5058","R1025",2023-11-13,11,6,100
"5059","R1025",2023-11-13,11,6,200
"5060","R1025",2023-11-14,11,5,2800
"5061","R1025",2023-11-14,11,5,2900
"5062","R1025",2023-11-14,11,5,3000
"5063","R1025",2023-11-14,11,5,3100
"5064","R1025",2023-11-14,11,5,3200
"5065","R1025",2023-11-14,11,5,3300
"5066","R1025",2023-11-14,11,5,3400
"5067","R1025",2023-11-14,11,5,3500
"5068","R1025",2023-11-14,11,6,0
"5069","R1025",2023-11-14,11,6,100
"5070","R1023",2023-11-15,11,5,2900
"5071","R1059",2023-11-15,11,5,3000
"5072","R1060",2023-11-15,11,5,3100
"5073","R1060",2023-11-15,11,5,3200
"5074","R1059",2023-11-15,11,5,3300
"5075","R1059",2023-11-15,11,5,3400
"5076","R1059",2023-11-15,11,5,3500
"5077","R1023",2023-11-15,11,5,3600
"5078","R1059",2023-11-15,11,6,0
"5079","R1023",2023-11-15,11,6,200
"5080","R1060",2023-11-16,11,6,0
"5081","R1060",2023-11-16,11,6,100
"5082","R1059",2023-11-16,11,6,200
"5083","R1060",2023-11-16,11,6,300
"5084","R1025",2023-11-16,11,6,400
"5085","R1025",2023-11-16,11,6,500
"5086","R1059",2023-11-16,11,6,600
"5087","R1025",2023-11-16,11,6,700
"5088","R1025",2023-11-16,11,6,800
"5089","R1025",2023-11-16,11,6,1100
"5090","R1025",2023-11-16,11,6,1200
"5091","R1025",2023-11-16,11,6,1300
"5092","R1059",2023-11-17,11,5,2500
"5093","R1059",2023-11-17,11,5,2700
"5094","R1059",2023-11-17,11,5,2900
"5095","R1059",2023-11-17,11,5,3100
"5096","R1059",2023-11-17,11,5,3200
"5097","R1025",2023-11-18,11,6,2000
"5098","R1025",2023-11-18,11,6,2100
"5099","R1023",2023-11-18,11,6,2500
"5100","R1023",2023-11-18,11,6,2800
"5101","R1059",2023-11-19,11,10,1700
"5102","R1059",2023-11-19,11,10,2100
"5103","R1023",2023-11-20,11,5,3400
"5104","R1023",2023-11-20,11,5,3600
"5105","R1023",2023-11-20,11,6,0
"5106","R1024",2023-11-20,11,6,100
"5107","R1024",2023-11-20,11,6,200
"5108","R1023",2023-11-20,11,6,300
"5109","R1024",2023-11-20,11,6,400
"5110","R1024",2023-11-20,11,6,500
"5111","R1023",2023-11-20,11,6,600
"5112","R1024",2023-11-20,11,6,700
"5113","R1023",2023-11-20,11,6,800
"5114","R1023",2023-11-20,11,6,900
"5115","R1023",2023-11-20,11,6,1000
"5116","R1023",2023-11-20,11,6,1100
"5117","R1023",2023-11-20,11,6,1200
